"CODE INTERVENTION","No DESIGNATION","No INTERVENTION","COMMENTAIRE DE SIG","CENTRE","ZONE","REFINT","ETATPIDICOMP","DTPASSPIDICOMP","HEUREPASSPIDICOMP","DTETATPIDICOMP","HEURETATPIDICOMP","DTPREMPLG","HRPREMPLG","FTTH_IMM_OP","FTTH_TYPE_RAC","FTTH_TYPE_SITE","FTTH_ADDUCTABILITE","LIBMATFTTH","REMMATFTTH","REFOCEANE","DISPOSITIF_SPX"
"IQPFTH","297781451","22818684","","GRX","5","47251708","TA","5/4/2023","8:08","5/4/2023","8:08","6/7/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","223422252","22670293","","MTG","3","45117460","TA","3/3/2023","17:46","3/3/2023","17:46","4/22/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296146360","22811405","","ROC","2","47217562","TA","5/4/2023","13:53","5/4/2023","13:53","5/22/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","296612577","22825712","","LAN","4","47285858","TA","5/6/2023","14:45","5/6/2023","14:45","5/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison en point relais\Deja detenu","",""
"IQCFTH","297452234","22809234","","MUZ","0","47207076","TA","4/29/2023","9:51","4/29/2023","9:51","5/17/2023","10:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","297812462","22842946","","MER","1","46722419","TA","5/13/2023","11:51","5/13/2023","11:51","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","299174472","22750667","","BIL","2","46918771","","","","","","5/31/2023","13:00","","","","","","","",""
"IQPFTH","297706053","22784617","","MLT","4","47080977","TA","4/20/2023","8:08","4/20/2023","8:08","5/17/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","298931631","22782615","","FEU","1","47072444","TA","4/18/2023","10:58","4/18/2023","10:58","6/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Remis au client","",""
"IQPFTH","297897644","22820666","","BLZ","13","46765112","TA\TC","03/05/2023\13/05/2023","18:50\09:49","03/05/2023\13/05/2023","18:50\09:49","5/15/2023","13:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","299171384","22747333","","ROM","7","46901705","TA\TC\TR\TR","13/04/2023\04/05/2023\05/05/2023\09/05/2023","08:11\19:11\15:30\09:23","13/04/2023\04/05/2023\05/05/2023\09/05/2023","08:11\19:11\15:30\09:23","4/27/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","299175687","22814904","","ROM","3","47234648","TA","5/3/2023","9:54","5/3/2023","9:54","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299004319","22814905","","SSV","3","47234649","TA","5/3/2023","16:46","5/3/2023","16:46","5/22/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD\LIVEBOX:Livebox 6","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","296461636","22804790","","CAC","3","47183429","TA","4/28/2023","9:51","4/28/2023","9:51","5/16/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","296465716","22832517","","LGV","6","47320021","TA","5/12/2023","8:09","5/12/2023","8:09","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299002399","22806014","","CGN","14","47191971","TA","4/28/2023","18:53","4/28/2023","18:53","6/28/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297584168","22816654","","BAD","0","47243193","TA\TC\TR","02/05/2023\10/05/2023\11/05/2023","16:45\17:20\10:24","02/05/2023\10/05/2023\11/05/2023","16:45\17:20\10:24","5/11/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","296281033","22811410","","MDC","0","47217583","TA","5/10/2023","19:46","5/10/2023","19:46","5/23/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296464533","22823653","","CAC","3","47277346","TA","5/6/2023","12:56","5/6/2023","12:56","5/17/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296613503","22835634","","EQY","13","47337107","TA","5/12/2023","12:51","5/12/2023","12:51","6/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","298749363","22822007","","PG9","4","47268812","TA","5/5/2023","8:11","5/5/2023","8:11","5/23/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQSFTH","298538104","22840400","","CON","50","47361414","","","","","","5/23/2023","8:00","","","","","","","",""
"IQPFTH","297831908","22827219","","GRX","4","47294424","TA","5/9/2023","17:45","5/9/2023","17:45","6/30/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQCFTH","223440098","22828459","","MAL","17","47301012","TA","5/9/2023","17:45","5/9/2023","17:45","5/15/2023","8:00","FT","quadri-fibre","Immeuble","","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296310341","22830942","","PEJ","8","47311499","TA","5/10/2023","8:09","5/10/2023","8:09","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQLFTH","297890529","22718546","","LNR","15","46763164","TA","3/23/2023","10:45","3/23/2023","10:45","6/2/2023","15:00","FT","mono-fibre","","","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Deja detenu\Deja detenu","",""
"IQPFTH","223630751","22827223","","6NE","67","47294429","TA","5/10/2023","6:55","5/10/2023","6:55","5/31/2023","8:00","FIBRE44 (FI44)","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","229000463","22766415","","PGR","0","46995635","TA\TC\TR\TR","13/04/2023\25/04/2023\26/04/2023\02/05/2023","08:11\16:28\11:47\09:57","13/04/2023\25/04/2023\26/04/2023\02/05/2023","08:11\16:28\11:47\09:57","4/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Remis au client","",""
"IQPFTH","297368876","22822218","","GRX","0","46099251","TA","5/4/2023","12:46","5/4/2023","12:46","6/21/2023","13:00","FT","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","297447527","22820223","","CPO","0","47260285","TA","5/8/2023","9:50","5/8/2023","9:50","5/25/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","298196821","22834334","","LER","1","47328583","TA","5/12/2023","8:09","5/12/2023","8:09","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 6","Livraison en point relais","",""
"IQPFTH","223442470","22831148","","STL","1","46637089","TA","5/9/2023","11:51","5/9/2023","11:51","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQPFTH","229005618","22799256","","GPV","1","47157847","TA\TC\TR","25/04/2023\04/05/2023\05/05/2023","14:46\17:57\16:26","25/04/2023\04/05/2023\05/05/2023","14:46\17:57\16:26","5/5/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","223634083","22832520","","RE7","58","47320050","TA","5/11/2023","6:55","5/11/2023","6:55","6/7/2023","8:00","FIBRE44 (FI44)","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296443105","22832521","","SAM","32","47320051","","","","","","6/6/2023","13:00","","","","","","","",""
"IQPFTH","223350832","22782620","","MDB","4","47072479","TA\TC\TR","19/04/2023\28/04/2023\29/04/2023","20:53\17:56\17:16","19/04/2023\28/04/2023\29/04/2023","20:53\17:56\17:16","5/4/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","223184790","22818031","","COM","0","44818712","TA","5/3/2023","8:45","5/3/2023","8:45","5/12/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296223391","22782621","","PZC","9","47072481","TA\TC\TR\TR","19/04/2023\02/05/2023\03/05/2023\05/05/2023","08:06\18:01\10:16\12:47","19/04/2023\02/05/2023\03/05/2023\05/05/2023","08:06\18:01\10:16\12:47","5/3/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","299169156","22837415","","COM","0","47345665","TA","5/12/2023","15:51","5/12/2023","15:51","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","299044221","22802974","","CGN","14","47174925","TA\TC","27/04/2023\12/05/2023","08:07\16:58","27/04/2023\12/05/2023","08:07\16:58","5/10/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQPFTH","297897217","22732095","","GMR","2","46833446","TA\TC\TR","29/03/2023\04/05/2023\05/05/2023","14:53\16:27\15:12","29/03/2023\04/05/2023\05/05/2023","14:53\16:27\15:12","4/14/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","223633081","22825723","","RE7","58","47285914","TA","5/6/2023","15:56","5/6/2023","15:56","5/26/2023","8:00","FIBRE44 (FI44)","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","296130588","22801543","","CAC","1","47166396","TA\TC\TR","28/04/2023\11/05/2023\13/05/2023","08:07\17:21\10:53","28/04/2023\11/05/2023\13/05/2023","08:07\17:21\10:53","5/12/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296149847","22797781","","CAC","1","47149324","TA","4/28/2023","8:07","4/28/2023","8:07","6/2/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296501861","22801544","","HAL","6","47166398","TA\TC\TR\TR","27/04/2023\06/05/2023\09/05/2023\09/05/2023","08:49\11:43\15:21\15:27","27/04/2023\06/05/2023\09/05/2023\09/05/2023","08:49\11:43\15:21\15:27","5/9/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQPFTH","299729645","22838722","","RED","15","44938241","TA","5/11/2023","15:46","5/11/2023","15:46","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","299711240","22836513","","2NC","25","47004196","TA","5/11/2023","6:55","5/11/2023","6:55","5/19/2023","14:00","FIBRE44 (FI44)","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297085438","22755874","","PTY","4","46944438","TA","4/13/2023","8:11","4/13/2023","8:11","5/19/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296854861","22828749","","TFM","5","47302998","TA","5/10/2023","9:51","5/10/2023","9:51","5/20/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQLFTH","298097697","22843249","","QPL","2","47377862","","","","","","5/22/2023","8:00","","","","","","","",""
"IQPFTH","296331320","22804800","","PHN","9","47183482","TA","4/28/2023","17:45","4/28/2023","17:45","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296672560","22837419","","MDC","0","47345686","TA","5/12/2023","19:50","5/12/2023","19:50","5/24/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQPFTH","296466274","22840620","","PZT","5","47362761","","","","","","5/24/2023","13:00","","","","","","","",""
"IQPFTH","297672936","22804803","","LCG","1","47183485","TA\TC\TR","28/04/2023\10/05/2023\11/05/2023","18:50\17:12\18:19","28/04/2023\10/05/2023\11/05/2023","18:50\17:12\18:19","5/11/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","297467939","22840621","","PRE","0","47362763","TA","5/12/2023","11:50","5/12/2023","11:50","5/17/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","296672209","22837420","","MDC","0","47345689","TA","5/12/2023","15:48","5/12/2023","15:48","6/12/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison a domicile","",""
"IQCFTH","299202758","22832209","","CCA","0","47318129","TA","5/10/2023","14:46","5/10/2023","14:46","5/17/2023","13:30","FT","mono-fibre","Maison individuelle","","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQLFTH","299208952","22801123","","DOL","11","47164447","TA\TC\TR","26/04/2023\28/04/2023\29/04/2023","08:11\18:17\13:33","26/04/2023\28/04/2023\29/04/2023","08:11\18:17\13:33","5/9/2023","8:00","THDB","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297443002","22825728","","CPO","0","47285936","TA","5/8/2023","8:06","5/8/2023","8:06","5/22/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQLFTH","299001940","22826907","","CGN","0","47292505","","","","","","5/24/2023","10:00","","","","","","","",""
"IQLFTH","297780758","22816254","","INZ","4","47241284","TA","5/3/2023","14:46","5/3/2023","14:46","6/5/2023","13:00","FT","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296149462","22787788","","BEG","5","47098126","TA\TC\TR","21/04/2023\06/05/2023\10/05/2023","08:07\11:43\11:12","21/04/2023\06/05/2023\10/05/2023","08:07\11:43\11:12","5/9/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296336238","22792818","","PEC","1","47123738","TA","4/29/2023","10:48","4/29/2023","10:48","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Remis au client","",""
"IQPFTH","299044223","22802977","","CGN","8","47174960","TA\TC\TR","27/04/2023\02/05/2023\03/05/2023","08:07\16:17\16:01","27/04/2023\02/05/2023\03/05/2023","08:07\16:17\16:01","5/3/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","296942738","22832527","","QIN","1","47320091","TA","5/10/2023","11:51","5/10/2023","11:51","5/23/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Remis au client","",""
"IQPFTH","229638414","22813685","","LES","4","45023639","TA\TC\TR","01/05/2023\09/05/2023\10/05/2023","08:05\16:49\11:19","01/05/2023\09/05/2023\10/05/2023","08:05\16:49\11:19","5/10/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison en point relais\Deja detenu","",""
"IQPFTH","297401794","22777136","","GCP","2","47046908","TA","4/18/2023","11:51","4/18/2023","11:51","5/3/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison en point relais","",""
"IQPFTH","296554927","22714076","","PBN","1","46739576","TA\TC\TR\TR","31/03/2023\13/04/2023\14/04/2023\11/05/2023","08:06\14:10\14:52\10:08","31/03/2023\13/04/2023\14/04/2023\11/05/2023","08:06\14:10\14:52\10:08","4/14/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQLFTH","299160385","22835365","","DID","5","47335196","TA","5/12/2023","15:48","5/12/2023","15:48","5/22/2023","10:00","THDB","mono-fibre","Immeuble","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQPFTH","296613845","22802978","","PHN","17","47174967","TA","4/28/2023","8:07","4/28/2023","8:07","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQLFTH","223308847","22832208","","PDC","0","47318125","TA","5/9/2023","15:45","5/9/2023","15:45","5/15/2023","8:00","FT","mono-fibre","Immeuble","","","","",""
"IQPFTH","298150266","22835640","","TGC","4","47337173","TA","5/12/2023","19:52","5/12/2023","19:52","6/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296551443","22776612","","PPL","29","46602996","TA","4/14/2023","14:45","4/14/2023","14:45","4/20/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296461642","22804809","","CAC","3","47183512","TA\TC","28/04/2023\13/05/2023","18:50\10:11","28/04/2023\13/05/2023","18:50\10:11","5/15/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","298197066","22835641","","LER","1","47337185","TA","5/12/2023","8:09","5/12/2023","8:09","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Remis au client","",""
"IQPFTH","296148170","22834339","","PRA","3","47328648","TA","5/12/2023","8:09","5/12/2023","8:09","5/17/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Livraison a domicile","",""
"IQCFTH","223282002","22698872","","PAT","423","46660814","","","","","","3/21/2023","8:00","","","","","","","",""
"IQPFTH","296559420","22725321","","PBN","0","46799357","TA\TC\TR\TR\TR","30/03/2023\30/04/2023\03/05/2023\03/05/2023\10/05/2023","11:53\14:05\10:17\14:12\11:51","30/03/2023\30/04/2023\03/05/2023\03/05/2023\10/05/2023","11:53\14:05\10:17\14:12\11:51","5/2/2023","8:30","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 6\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQPFTH","299558680","22766428","","CBG","11","46995710","TA","4/22/2023","14:46","4/22/2023","14:46","5/16/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","229200627","22524735","","PG9","3","45749308","TA\TC\TR\TR\TR\TR\TR\TR\TR\TR","07/03/2023\09/03/2023\10/03/2023\13/03/2023\18/03/2023\22/03/2023\27/03/2023\07/04/2023\24/04/2023\04/05/2023","14:46\16:58\09:59\11:00\12:09\13:04\10:54\14:17\12:14\13:45","07/03/2023\09/03/2023\10/03/2023\13/03/2023\18/03/2023\22/03/2023\27/03/2023\07/04/2023\24/04/2023\04/05/2023","14:46\16:58\09:59\11:00\12:09\13:04\10:54\14:17\12:14\13:45","1/27/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQLFTH","296611214","22819871","","SBR","171","47258388","TA\TC","04/05/2023\12/05/2023","14:46\12:58","04/05/2023\12/05/2023","14:46\12:58","5/15/2023","15:00","FT","mono-fibre","Immeuble","","DECODEUR_1:Decodeur TV UHD","Livraison en point relais","",""
"IQPFTH","297892653","22782627","","LTC","28","47072546","TA","4/25/2023","17:45","4/25/2023","17:45","5/22/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur Livebox Play TV","Livraison en point relais","",""
"IQPFTH","299201830","22828756","","PIE","1","47303048","TA","5/10/2023","9:54","5/10/2023","9:54","5/19/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","298167024","22752142","","HUE","0","46927421","TA\TC","06/04/2023\12/05/2023","10:45\17:59","06/04/2023\12/05/2023","10:45\17:59","5/4/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297787682","22835645","","PLL","0","47337199","TA","5/12/2023","13:51","5/12/2023","13:51","5/26/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","223179961","22728841","","SPM","0","46816446","TA","3/28/2023","8:07","3/28/2023","8:07","5/26/2023","13:00","FT","mono-fibre","Maison individuelle","2- etude light","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Deja detenu","",""
"IQCFTH","298743150","22801141","","CON","0","47164517","TA\TC","26/04/2023\12/05/2023","08:11\18:15","26/04/2023\12/05/2023","08:11\18:15","5/15/2023","10:00","SFR FTTH (SFOR)","mono-fibre","Immeuble","1 - aise","DECODEUR_1:Decodeur TV UHD","Remis au client","",""
"IQCFTH","297019843","22825213","","ELB","0","47284040","TA","5/5/2023","12:45","5/5/2023","12:45","5/24/2023","15:30","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297897483","22720328","","BLZ","8","46773772","TA\TC\TR","24/03/2023\24/04/2023\25/04/2023","08:07\18:44\15:22","24/03/2023\24/04/2023\25/04/2023","08:07\18:44\15:22","4/25/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","296375698","22823647","","PSG","37","45885925","TA\TC","04/05/2023\13/05/2023","17:46\10:09","04/05/2023\13/05/2023","17:46\10:09","5/15/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","296506017","22775600","","PEJ","6","47038420","TA","4/20/2023","8:08","4/20/2023","8:08","5/4/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Livraison en point relais","",""
"IQPFTH","296336246","22792831","","PEC","0","47123793","TA","4/29/2023","10:48","4/29/2023","10:48","5/16/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Remis au client","",""
"IQCFTH","299006044","22830492","","TSV","3","47309657","TA","5/10/2023","8:09","5/10/2023","8:09","5/15/2023","15:00","FT","mono-fibre","Immeuble","","","","",""
"IQLFTH","299050756","22836791","","MAL","46","47343785","TA","5/11/2023","18:53","5/11/2023","18:53","5/17/2023","10:00","FT","quadri-fibre","Immeuble","","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQPFTH","299887024","22762762","","CHF","4","46978666","TA\TC\TR\TR","08/04/2023\18/04/2023\19/04/2023\20/04/2023","16:45\14:35\11:54\12:11","08/04/2023\18/04/2023\19/04/2023\20/04/2023","16:45\14:35\11:54\12:11","4/19/2023","8:00","FT","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","298167567","22820240","","STH","27","47260387","TA","5/5/2023","10:46","5/5/2023","10:46","5/25/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5","Livraison a domicile","",""
"IQPFTH","298810641","22834349","","STH","27","47328685","TA","5/12/2023","8:09","5/12/2023","8:09","5/24/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Livraison a domicile\Deja detenu","",""
"IQPFTH","298523952","22839000","","MEI","57","47354297","TA","5/13/2023","8:07","5/13/2023","8:07","5/26/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","","","",""
"IQPFTH","297786117","22814927","","PVR","8","47234780","TA","5/10/2023","17:48","5/10/2023","17:48","5/26/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:second Decodeur TV UHD\DECODEUR_1:Decodeur TV UHD","Deja detenu\Deja detenu","",""
"IQPFTH","299370911","22840629","","CGN","2","47362836","TA","5/13/2023","8:07","5/13/2023","8:07","5/20/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Remis au client\Deja detenu","",""
"IQPFTH","296946064","22816672","","MOC","13","47243319","TA\TC\TR","04/05/2023\09/05/2023\10/05/2023","13:51\18:25\15:15","04/05/2023\09/05/2023\10/05/2023","13:51\18:25\15:15","5/10/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur TV UHD","Livraison en point relais\Deja detenu","",""
"IQPFTH","297471074","22775603","","STA","27","47038431","TA\TC\TR\TR","14/04/2023\04/05/2023\05/05/2023\06/05/2023","12:51\16:23\18:24\11:18","14/04/2023\04/05/2023\05/05/2023\06/05/2023","12:51\16:23\18:24\11:18","5/5/2023","13:00","FT","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","297085564","22791035","","PTY","6","47115265","TA\TC\TR","22/04/2023\02/05/2023\03/05/2023","08:07\16:52\10:49","22/04/2023\02/05/2023\03/05/2023","08:07\16:52\10:49","5/3/2023","8:00","THDB","mono-fibre","Maison individuelle","1 - aise","DECODEUR_1:Decodeur TV UHD","Deja detenu","",""
"IQPFTH","299148268","22835650","","MSI","7","47337227","TA","5/12/2023","20:52","5/12/2023","20:52","5/17/2023","13:00","THDB","mono-fibre","Maison individuelle","1 - aise","LIVEBOX:Livebox 5\DECODEUR_1:Decodeur Livebox Play TV","Livraison en point relais\Deja detenu","",""
